id,question,context,answer,strategy
428,Are elephants the largest land animals alive today?,"Elephants are mammals, and the largest land animals alive today.    The elephant's gestation period is 22 months, the longest of any land animal. At birth it is common for an elephant calf to weigh 120 kilograms (265 lb).  An elephant may live as long as 70 years, sometimes longer. The largest elephant ever recorded was shot in Angola in 1956. This male weighed about 12,000 kg (26,400 lb),    with a shoulder height of 4.2 m (13.8 ft), a metre (3 ft 4 in) taller than the average male African elephant.    The smallest elephants, about the size of a calf or a large pig, were a prehistoric species that lived on the island of Crete during the Pleistocene epoch. Bate, D.M.A. 1907. On Elephant Remains from Crete, with Description of Elephas creticus sp.n. Proc. zool. Soc. London: 238-250.","The elephant's gestation period is 22 months, the longest of any land animal. An elephant may live as long as 70 years, sometimes longer. The largest elephant ever recorded was shot in Angola in 1956. This male weighed about 12,000 kg (26,400 lb), with a shoulder height of 4.2 m (13.8 ft), a metre (3 ft 4 in) taller than the average male African elephant. The smallest elephants, about the size of a calf or a large pig, were a prehistoric species that lived on the island of Crete during the Pleistocene epoch. Bate, D.M.A. 1907. On Elephant Remains from Crete, with Description of Elephas creticus sp.n. Proc. zool. Soc. London: 238-250.",384d_top1_persona
430,Can an elephant kill a rhinoceros?,"Musth is linked to sexual arousal or establishing dominance, but this relationship is far from clear.  Numerous cases of elephant goring and killing of rhinoceroses in national parks in Africa have been documented and attributed to musth in young male elephants, especially those growing in the absence of older males.  Studies show that reintroducing older males into the population seem to have the effect of preventing younger males from entering musth, and therefore, stopping their aggressive behavior.   ""Killing of black and white rhinoceroses by African elephants in Hluhluwe-Umfolozi Park, South Africa"" by Rob Slotow, Dave Balfour, and Owen Howison. Pachyderm 31 (July-December, 2001):14-20. Accessed September 14, 2007.","Musth is linked to sexual arousal or establishing dominance, but this relationship is far from clear. Numerous cases of elephant goring and killing of rhinoceroses in national parks in Africa have been documented and attributed to musth in young male elephants, especially those growing in the absence of older males. Studies show that reintroducing older males into the population seem to have the effect of preventing younger males from entering musth, and therefore, stopping their aggressive behavior. ""Killing of black and white rhinoceroses by African elephants in Hluhluwe-Umfolozi Park, South Africa"" by Rob Slotow, Dave Balfour, and Owen Howison. Pachyderm 31 (July-December, 2001):14-20.",384d_top1_persona
432,Are elephants good swimmers?,An Asian elephant swimming.,Yes,384d_top1_persona
434,How many living species of African Elephants are there?,*  African Elephant Database â For current info on African elephant distribution and numbers.,number of African elephants,384d_top1_persona
436,How long may elephants live?,"After a twenty-two-month pregnancy, the mother will give birth to a calf that will weigh about 113 kg (250 lb) and stand over 76 cm (2.5 ft) tall. Elephants have a very long childhood. They are born with fewer survival instincts than many other animals. Instead, they must rely on their elders to teach them the things they need to know. Today, however, the pressures humans have put on the wild elephant populations, from poaching to habitat destruction, mean that the elderly often die at a younger age, leaving fewer teachers for the young.",very long childhood,384d_top1_persona
438,Why does the phrase 'elephants never forget' have no metaphorical meaning?,"* The phrase 'elephants never forget' has no metaphorical meaning, it refers literally to elephants supposedly having an excellent memory.",it refers literally to elephants supposedly having an excellent memory,384d_top1_persona
440,How many living species of Asian Elephants are there?,"The world population of Asian elephants â also called Indian Elephants or Elephas maximus â is estimated to be around 60,000, about a tenth of the number of African elephants. More precisely, it is estimated that there are between 38,000 and 53,000 wild elephants and between 14,500 and 15,300 domesticated elephants in Asia with perhaps another 1,000 scattered around zoos in the rest of the world.    The Asian elephants' decline has possibly been more gradual with the causes primarily being poaching and habitat destruction by human encroachment.","between 38,000 and 53,000 wild elephants and between 14,500 and 15,300 domesticated elephants in Asia with perhaps another 1,000 scattered around zoos in the rest of the world",384d_top1_persona
442,How much do elephants weight at birth?,"After a twenty-two-month pregnancy, the mother will give birth to a calf that will weigh about 113 kg (250 lb) and stand over 76 cm (2.5 ft) tall. Elephants have a very long childhood. They are born with fewer survival instincts than many other animals. Instead, they must rely on their elders to teach them the things they need to know. Today, however, the pressures humans have put on the wild elephant populations, from poaching to habitat destruction, mean that the elderly often die at a younger age, leaving fewer teachers for the young.",113 kg (250 lb),384d_top1_persona
444,What did Aristotle say about elephants?,"Elephants are symbols of wisdom in Asian cultures, and are famed for their memory and high intelligence, and are thought to be on par with cetaceans    and hominids   . Aristotle once said the elephant was ""the beast which passeth all others in wit and mind.""","""the beast which passeth all others in wit and mind.""",384d_top1_persona
446,Are elephant populations in West Africa generally small and fragmented?,"Elephant populations in West Africa, on the other hand, are generally small and fragmented, and only account for a small proportion of the continental total.    ",generally small and fragmented,384d_top1_persona
448,Is the Asian elephant larger than the African?,"The Asian elephant is smaller than the African. It has smaller ears, and typically, only the males have large external tusks.",no,384d_top1_persona
450,Is an elephant's skin tough?,Skin of an African elephant,The skin of an African elephant is tough.,384d_top1_persona
452,How do elephants communicate over long distances?,"Elephants communicate over long distances by producing and receiving low-frequency sound (infrasound), a sub-sonic rumbling, which can travel through the ground farther than sound travels through the air. This can be felt by the sensitive skin of an elephant's feet and trunk, which pick up the resonant vibrations much as the flat skin on the head of a drum. To listen attentively, every member of the herd will lift one foreleg from the ground, and face the source of the sound, or often lay its trunk on the ground. The lifting presumably increases the ground contact and sensitivity of the remaining legs. This ability is thought also to aid their navigation by use of external sources of infrasound. Discovery of this new aspect of elephant social communication and perception came with breakthroughs in audio technology, which can pick up frequencies outside the range of the human ear. Pioneering research in elephant infrasound communication was done by Katy Payne, of the Elephant Listening Project,    and is detailed in her book Silent Thunder. Though this research is still in its infancy, it is helping to solve many mysteries, such as how elephants can find distant potential mates, and how social groups are able to coordinate their movements over extensive range.",by producing and receiving low-frequency sound (infrasound),384d_top1_persona
