id,question,context,answer,ground_truth,context_relevance,answer_relevance,answer_faithfulness,context_precision,context_recall,context_f1
1217,An otter 's den is what?,"An otter in Southwold, Suffolk, England",a tavern,a tavern,0.6950201988220215,0.19360405206680298,0.07937019318342209,0.0,0.0,0.0
1218,Sea otters eat what?,"Sea otters eat shellfish and other invertebrates (especially clams, abalone, and sea urchins ), frequently using rocks as crude tools to smash open shells. They grow to 1 to 1.5 m (2.5 to 5 feet) in length and weigh 30 kg (about 65 pounds). Although once near extinction, they have begun to spread again, from remnant populations in California and Alaska.",shellfish and other invertebrates,shellfish and other invertebrates,0.7678030729293823,0.5404144525527954,0.5093914270401001,0.2,1.0,0.33333333333333337
1219,Is the myth of Otter 's Ransom the starting point of the Volsunga saga ?,Norse mythology tells of the dwarf Ãtr habitually taking the form of an otter.  The myth of Otter's Ransom    is the starting point of the Volsunga saga.,yes,yes,0.7750383615493774,0.13069389760494232,0.09737779945135117,0.0,0.0,0.0
1220,"Are Male otters dog-otters , females are bitches and babies are cubs or pups ?","An otter's den is called a holt.  Male otters are dog-otters, females are bitches and babies are cubs or pups.  The collective noun romp is sometimes used for a group of otters, being descriptive of their often playful nature.","Male otters are dog-otters, females are bitches and babies are cubs or pups","Male otters are dog-otters, females are bitches and babies are cubs or pups",0.7602925300598145,0.9452022314071655,0.8122282028198242,0.6666666666666666,1.0,0.8
1221,Is an otter 's den called a holt ?,"An otter's den is called a holt.  Male otters are dog-otters, females are bitches and babies are cubs or pups.  The collective noun romp is sometimes used for a group of otters, being descriptive of their often playful nature.","An otter's den is called a holt. Male otters are dog-otters, females are bitches and babies are cubs or pups. The collective noun romp is sometimes used for a group of otters, being descriptive of their often playful nature.","An otter's den is called a holt. Male otters are dog-otters, females are bitches and babies are cubs or pups. The collective noun romp is sometimes used for a group of otters, being descriptive of their often playful nature.",0.7232239246368408,0.7232239246368408,1.000000238418579,1.0,1.0,1.0
1222,"Have most otters fish as the primary item in their diet , supplemented by frogs , crayfish and crabs ?","Most otters have fish as the primary item in their diet, supplemented by frogs, crayfish and crabs.  Some are expert at opening shellfish, and others will take any available small mammals or birds.  This prey-dependence leaves otters very vulnerable to prey depletion.",None of the above choices .,None of the above choices .,0.8242177963256836,0.08751001954078674,0.053684383630752563,0.0,0.0,0.0
1223,Do penguins feed on krill?,"Most penguins feed on krill, fish, squid, and other forms of sealife caught while swimming underwater. They spend half of their life on land and half in the oceans.",yes,yes,0.7505894303321838,0.17047348618507385,0.023670203983783722,0.0,0.0,0.0
1225,What is the largest living species of penguin?,"The largest living species is the Emperor Penguin (Aptenodytes forsteri): adults average about 1.1 m (3 ft 7 in) tall and weigh 35 kg (75 lb) or more. The smallest penguin species is the Little Blue Penguin (also known as the Fairy Penguin), which stands around 40 cm tall (16 in) and weighs 1 kg (2.2 lb). Among extant penguins larger penguins inhabit colder regions, while smaller penguins are generally found in temperate or even tropical climates (see also Bergmann's Rule). Some prehistoric species attained enormous sizes, becoming as tall or as heavy as an adult human (see below for more). These were not restricted to Antarctic regions; on the contrary, subantarctic regions harboured high diversity, and at least one giant penguin occurred in a region not quite 2000 km south of the Equator 35 mya , in a climate decidedy warmer than today.",Emperor Penguin (Aptenodytes forsteri),Emperor Penguin (Aptenodytes forsteri),0.7998343706130981,0.6321660876274109,0.5459979772567749,0.14285714285714285,1.0,0.25
1227,Do penguins live almost exclusively in the Southern Hemisphere?,"Penguins (order Sphenisciformes, family Spheniscidae) are a group of aquatic, flightless birds living almost exclusively in the Southern Hemisphere.",yes,yes,0.7307884693145752,0.08550061285495758,0.030038034543395042,0.0,0.0,0.0
1229,"What is ""tobogganing""?","* Submission (active)   During active submission, the entire body is lowered, and the lips and ears are drawn back. Sometimes active submission is accompanied by muzzle licking, or the rapid thrusting out of the tongue and lowering of the hindquarters. The tail is placed down, or halfway or fully between the legs, and the muzzle often points up to the more dominant animal. The back may be partly arched as the submissive wolf humbles itself to its superior; a more arched back and more tucked tail indicate a greater level of submission.","During active submission, the entire body is lowered, and the lips and ears are drawn back. Sometimes active submission is accompanied by muzzle licking, or the rapid thrusting out of the tongue and lowering of the hindquarters. The back may be partly arched as the submissive wolf humbles itself to its superior; a more arched back and more tucked tail indicate a greater level of submission.","During active submission, the entire body is lowered, and the lips and ears are drawn back. Sometimes active submission is accompanied by muzzle licking, or the rapid thrusting out of the tongue and lowering of the hindquarters. The back may be partly arched as the submissive wolf humbles itself to its superior; a more arched back and more tucked tail indicate a greater level of submission.",0.27091535925865173,0.2467227727174759,0.9709861278533936,1.0,1.0,1.0
1231,Why are penguins countershaded?,"All penguins are countershaded - that is, they have a white underside and a dark (mostly black) upperside. This is for camouflage. A predator looking up from below (such as an orca or a leopard seal) has difficulty distinguishing between a white penguin belly and the reflective water surface. The dark plumage on their backs camouflages them from above.",camouflage,camouflage,0.7088751792907715,0.37967902421951294,0.4064469337463379,0.25,0.0,0.0
1233,Are penguins afraid of humans?,"Penguins seem to have no special fear of humans and have approached groups of explorers without hesitation. This is probably on account of there being no land predators in Antarctica or the nearby offshore islands that prey on or attack penguins. Instead, penguins are at risk at sea from predators such as the leopard seal. Typically, penguins do not approach closer than about 3 meters (9 ft); they become nervous at about that distance. This is also the distance that Antarctic tourists are told to keep from penguins (tourists are not supposed to approach closer than 3 meters, but are not expected to withdraw if the penguins come closer).",no,no,0.775027334690094,0.1574217528104782,0.05698249489068985,0.0,0.0,0.0
1235,How much time to penguins spend on land?,"Most penguins feed on krill, fish, squid, and other forms of sealife caught while swimming underwater. They spend half of their life on land and half in the oceans.",half of their life,half of their life,0.5572562217712402,0.35998862981796265,0.25011271238327026,0.5,0.0,0.0
1237,How many species of penguins are there?,"The number of penguin species is debated. Depending on which authority is followed, penguin biodiversity varies between 17 and 20 living species, all in the subfamily Spheniscinae. Some sources consider the White-flippered Penguin a separate Eudyptula species, while others treat it as a subspecies of the Little Penguin (e.g. Williams, 1995; Davis & Renner, 2003); the actual situation seems to be more complicated (Banks et al. 2002). Similarly,  it is still unclear whether the Royal Penguin is merely a color morph of the Macaroni penguin. Also eligible to be a separate species is the Northern population of Rockhopper penguins (Davis & Renner, 2003). Although all penguin species are native to the southern hemisphere, they are not, contrary to popular belief, found only in cold climates, such as Antarctica. In fact, only a few species of penguin actually live so far south. At least ten  species live in the temperate zone; one lives as far north as the GalÃ¡pagos Islands: the GalÃ¡pagos Penguin.",between 17 and 20,between 17 and 20,0.7272101044654846,0.27852141857147217,0.1160673052072525,0.0,0.0,0.0
