id,question,context,answer,strategy
1098,Are nationals referred to by the plural : Liechtensteiners ?,"Liechtenstein is the fourth smallest country of Europe, after the Vatican City, Monaco, and San Marino. Its population is primarily ethnic Alemannic, although its resident population is approximately one third foreign-born, primarily German speakers from the Federal Republic of Germany, Austria, and the Swiss Confederation, other Swiss, Italians, and Turks. Foreign-born people make up two-thirds of the country's workforce. Nationals are referred to by the plural: Liechtensteiners.",Nationals are referred to by the plural: Liechtensteiners.,768d_top1_persona
1099,"Is it a winter sports resort , although it is perhaps best known as a tax haven ?","In June 2003 the state tourism agency decided to give a boost to the country's tourism by offering to rent out the country to businesses and other organizations for conference hosting, weddings, or other such events. The company will be given keys to the capital city and be offered team-building/tourist activities and attractions, such as wine-tasting, tobogganing, and full access to one of the country's royal castles.","The company will be given keys to the capital city and be offered team-building/tourist activities and attractions, such as wine-tasting, tobogganing, and full access to one of the country's royal castles.",768d_top1_persona
1100,Is it a winter sports resort?,"Some of the most popular recreational sports and activities include floorball, Nordic walking, running and skiing.",yes,768d_top1_persona
1101,Is it the smallest german-speaking country in the world?,"The Principality of Liechtenstein (  ( , ( ) is a tiny, doubly landlocked alpine country in Western Europe, bordered by Switzerland to its west and by Austria to its east. Mountainous, it is a winter sports resort, although it is perhaps best known as a tax haven. Despite this, it is not heavily urbanized. Many cultivated fields and small farms characterize its landscape both in the north (Unterland) and in the south (Oberland). It is the smallest German-speaking country in the world.",It is the smallest German-speaking country in the world.,768d_top1_persona
1102,"What happened in moravia , lower austria , silesia , and styria , though in all cases , these territories were held in fief under other more senior feudal lords?","The family yearned greatly for the added power which a seat in the Imperial government would garner, and therefore, searched for lands to acquire which would be unmittelbar or held without any feudal personage other than the Holy Roman Emperor himself having rights on the land. After some time, the family was able to arrange the purchase of the minuscule Herrschaft (""Lordship"") of Schellenberg and countship of Vaduz (in 1699 and 1712 respectively) from the Hohenems. Tiny Schellenberg and Vaduz possessed exactly the political status required, no feudal lord other than their comital sovereign and the suzerain Emperor.","The family yearned greatly for the added power which a seat in the Imperial government would garner, and therefore, searched for lands to acquire which would be unmittelbar or held without any feudal personage other than the Holy Roman Emperor himself having rights on the land",768d_top1_persona
1103,"Did Webster write, ""I can now sleep of nights""?","Each measure obtained a majority, and, by September 20, President Fillmore had signed them into law. Webster wrote, ""I can now sleep of nights.""",yes,768d_top1_persona
1105,Was the arrival of Louis Kossuth (exiled leader of a failed Hungarian revolution) another issue that presented itself during Fillmore's presidency?,"Another issue that presented itself during Fillmore's presidency was the arrival of Louis Kossuth (exiled leader of a failed Hungarian revolution). Kossuth wanted the United States to abandon its non-intervention policies when it came to European affairs and recognize Hungaryâs independence. The problem came with the enormous support Kossuth received from German-American immigrants to the United States (who were essential in the re-election of both Whigs and Democrats). Fillmore refused to change American policy, and decided to remain neutral despite the political implications that neutrality would produce.",Another issue that presented itself during Fillmore's presidency was the arrival of Louis Kossuth (exiled leader of a failed Hungarian revolution).,768d_top1_persona
1107,"Did he die at 11:10 p.m. on March 8, 1874, of the after-effects of a stroke?","He died at 11:10 p.m. on March 8, 1874, of the after-effects of a stroke.  His last words were alleged to be, upon being fed some soup, ""the nourishment is palatable.""  On January 7 each year, a ceremony is held at his grave site in the Forest Lawn Cemetery in Buffalo.",Yes,768d_top1_persona
1109,Who got Seward elected to the senate?,Fillmore was also selected in part to block New York state machine boss Thurlow Weed from receiving the vice presidential nomination (and his front man William H. Seward from receiving a position in Taylor's cabinet). Weed ultimately got Seward elected to the senate. This competition between Seward and Fillmore led to Seward's becoming a more vocal part of cabinet meetings and having more of a voice than Fillmore in advising the administration. The battle would continue even after Taylor's death.,Thurlow Weed,768d_top1_persona
1111,Where was Commodore Matthew C. Perry sent to open Japan to Western trade?,"Another important legacy of Fillmore's administration was the sending of Commodore Matthew C. Perry to open Japan to Western trade, though Perry did not reach Japan until Franklin Pierce had replaced Fillmore as president.","To answer this question, we should know that: Another important legacy of Fillmore's administration was the sending of Commodore Matthew C. Perry to open Japan to Western trade, though Perry did not reach Japan until Franklin Pierce had replaced Fillmore as president.",768d_top1_persona
1113,What is The Remarkable Millard Fillmore?,"* Holt, Michael F. ""Millard Fillmoreâ. The American Presidency. Ed.Alan Brinkley,Davis Dyer.2004.145-151.","The American Presidency. Ed.Alan Brinkley,Davis Dyer.2004.145-151.",768d_top1_persona
